marker,B1_90,B1_43,B2_36,B1_110,B2_37,B1_72,B1_128,B1_19,B1_124,B1_106,B1_114,B1_71,B2_26,B1_66,B1_1,B1_6,B1_33,B1_80,B1_127,B1_28,B1_51,B1_105,B1_77,B1_42,B1_38,B1_11,B2_16,B1_45,B1_68,B1_46,B2_38,B1_145,B1_17,B1_25,B1_78,B1_24,B1_138,B1_148,B1_54,B1_79,B1_49,B1_160,B1_159,B1_147,B1_2,B1_88,B1_18,B2_40,B1_84,B1_133,B1_103,B1_96,B1_119,B1_97,B1_107,B1_151,B1_75,B1_108,B1_154,B1_21,B1_20,B1_67,B1_3,B1_55,B1_35,B1_23,B1_98,B2_35,B1_109,B1_95,B2_8,B2_31,B1_156,B1_81,B1_132,B1_40,B1_142,B1_27,B1_86,B1_34,B2_39,B1_126,B1_87,B1_76,B1_123,B1_70,B1_121,B2_34,B1_102,B1_39,B1_111,B1_134,B1_48,B1_135,B1_64,B1_74,B1_146,B1_118
Ctg004.35951,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36001,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36051,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36101,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36151,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36201,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36251,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36301,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36351,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36401,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36451,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36501,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,NA,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36551,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36601,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36651,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36701,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36751,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36801,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36851,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36901,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.36951,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37001,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37051,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37101,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37151,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37201,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37251,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37301,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37351,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37401,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37451,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37501,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37551,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37601,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37651,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,NA,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37701,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37751,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37801,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37851,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37901,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.37951,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38001,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38051,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38101,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38151,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38201,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38251,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38301,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,NA,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38351,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38401,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38451,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38501,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38551,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38601,A,A,B,B,B,A,B,A,A,B,B,A,B,NA,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38651,A,A,B,B,B,A,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38701,A,A,B,B,B,A,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38751,A,A,B,B,B,A,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38801,A,A,B,B,B,A,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38851,A,A,B,B,B,A,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38901,A,A,B,B,B,A,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.38951,A,A,B,B,B,A,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.39001,A,A,B,B,B,A,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.39051,A,A,B,B,B,A,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.39101,A,A,B,B,B,A,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.39151,A,A,B,B,B,A,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,NA,A,B,A,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
